Nome_Formatado
"I;9.2;7.5;8.3;aprovado, João Da Silva;física"
"Silva;algoritmos;4.8;6.5;5.7;reprovado, João Da"
"Dados;1.2;6.1;3.6;reprovado, João Da Silva;banco De"
"Software;2.4;9.6;6.0;reprovado, João Da Silva;engenharia De"
"I;5.9;2.9;4.4;reprovado, Fernanda Lima;cálculo"
"I;4.7;7.9;6.3;reprovado, Fernanda Lima;física"
"Lima;algoritmos;9.6;5.2;7.4;aprovado, Fernanda"
"Dados;9.4;7.8;8.6;aprovado, Fernanda Lima;banco De"
"Software;5.0;0.1;2.5;reprovado, Fernanda Lima;engenharia De"
"I;4.2;0.1;2.1;reprovado, João Da Silva;cálculo"
"I;6.9;10.0;8.4;aprovado, João Da Silva;física"
"Silva;algoritmos;7.7;5.6;6.7;reprovado, João Da"
"Dados;1.5;2.2;1.9;reprovado, João Da Silva;banco De"
"Software;7.9;8.5;8.2;aprovado, João Da Silva;engenharia De"
"I;2.5;1.0;1.8;reprovado, Ana Paula;cálculo"
"I;3.1;6.6;4.8;reprovado, Ana Paula;física"
"Paula;algoritmos;2.7;5.2;4.0;reprovado, Ana"
"Dados;1.6;6.6;4.1;reprovado, Ana Paula;banco De"
"Software;8.0;9.8;8.9;aprovado, Ana Paula;engenharia De"
"I;3.3;2.5;2.9;reprovado, Camila Costa;cálculo"
"I;8.3;9.6;8.9;aprovado, Camila Costa;física"
"Costa;algoritmos;5.1;6.0;5.5;reprovado, Camila"
"Dados;6.7;6.0;6.3;reprovado, Camila Costa;banco De"
"Software;4.3;3.5;3.9;reprovado, Camila Costa;engenharia De"
"I;5.2;2.8;4.0;reprovado, Carlos Eduardo;cálculo"
"I;8.9;1.2;5.0;reprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;3.1;5.2;4.2;reprovado, Carlos"
"Dados;1.4;0.5;0.9;reprovado, Carlos Eduardo;banco De"
"Software;9.1;8.0;8.6;aprovado, Carlos Eduardo;engenharia De"
"I;2.5;10.0;6.2;reprovado, Maria Oliveira;cálculo"
"I;0.2;1.0;0.6;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;6.7;7.0;6.8;reprovado, Maria"
"Dados;4.1;3.8;3.9;reprovado, Maria Oliveira;banco De"
"Software;2.2;6.7;4.5;reprovado, Maria Oliveira;engenharia De"
"I;2.4;1.6;2.0;reprovado, Juliana Moura;cálculo"
"I;9.5;6.9;8.2;aprovado, Juliana Moura;física"
"Moura;algoritmos;3.8;0.7;2.2;reprovado, Juliana"
"Dados;6.2;2.7;4.5;reprovado, Juliana Moura;banco De"
"Software;1.4;6.4;3.9;reprovado, Juliana Moura;engenharia De"
"I;6.1;4.1;5.1;reprovado, João Da Silva;cálculo"
"I;6.9;7.7;7.3;aprovado, João Da Silva;física"
"Silva;algoritmos;8.8;5.9;7.4;aprovado, João Da"
"Dados;9.0;0.6;4.8;reprovado, João Da Silva;banco De"
"Software;3.2;0.3;1.8;reprovado, João Da Silva;engenharia De"
"I;7.2;4.6;5.9;reprovado, Fernanda Lima;cálculo"
"I;1.8;4.1;2.9;reprovado, Fernanda Lima;física"
"Lima;algoritmos;6.4;6.2;6.3;reprovado, Fernanda"
"Dados;2.2;6.3;4.2;reprovado, Fernanda Lima;banco De"
"Software;1.0;7.8;4.4;reprovado, Fernanda Lima;engenharia De"
"I;7.4;7.1;7.2;aprovado, Juliana Moura;cálculo"
"I;0.6;4.2;2.4;reprovado, Juliana Moura;física"
"Moura;algoritmos;8.9;8.8;8.9;aprovado, Juliana"
"Dados;4.1;6.8;5.4;reprovado, Juliana Moura;banco De"
"Software;0.1;3.3;1.7;reprovado, Juliana Moura;engenharia De"
"I;1.6;7.6;4.6;reprovado, João Da Silva;cálculo"
"I;7.6;2.7;5.2;reprovado, João Da Silva;física"
"Silva;algoritmos;7.3;1.9;4.6;reprovado, João Da"
"Dados;3.5;0.6;2.0;reprovado, João Da Silva;banco De"
"Software;1.3;0.4;0.9;reprovado, João Da Silva;engenharia De"
"I;3.5;4.2;3.9;reprovado, Rafael Pereira;cálculo"
"I;0.2;7.7;4.0;reprovado, Rafael Pereira;física"
"Pereira;algoritmos;8.1;6.1;7.1;aprovado, Rafael"
"Dados;0.5;5.9;3.2;reprovado, Rafael Pereira;banco De"
"Software;4.8;6.5;5.7;reprovado, Rafael Pereira;engenharia De"
"I;4.7;0.6;2.6;reprovado, Rafael Pereira;cálculo"
"I;8.9;2.9;5.9;reprovado, Rafael Pereira;física"
"Pereira;algoritmos;3.8;3.0;3.4;reprovado, Rafael"
"Dados;8.4;3.4;5.9;reprovado, Rafael Pereira;banco De"
"Software;6.8;8.7;7.8;aprovado, Rafael Pereira;engenharia De"
"I;9.6;9.2;9.4;aprovado, Camila Costa;cálculo"
"I;5.7;1.6;3.7;reprovado, Camila Costa;física"
"Costa;algoritmos;0.3;8.3;4.3;reprovado, Camila"
"Dados;2.8;8.5;5.7;reprovado, Camila Costa;banco De"
"Software;10.0;4.4;7.2;aprovado, Camila Costa;engenharia De"
"I;4.0;8.8;6.4;reprovado, Juliana Moura;cálculo"
"I;2.8;5.2;4.0;reprovado, Juliana Moura;física"
"Moura;algoritmos;5.2;2.1;3.7;reprovado, Juliana"
"Dados;4.0;0.0;2.0;reprovado, Juliana Moura;banco De"
"Software;0.9;7.6;4.2;reprovado, Juliana Moura;engenharia De"
"I;7.6;0.1;3.8;reprovado, Maria Oliveira;cálculo"
"I;6.1;5.0;5.5;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;3.8;1.0;2.4;reprovado, Maria"
"Dados;8.8;4.1;6.5;reprovado, Maria Oliveira;banco De"
"Software;4.8;9.6;7.2;aprovado, Maria Oliveira;engenharia De"
"I;8.1;1.1;4.6;reprovado, Pedro Santos;cálculo"
"I;9.5;4.3;6.9;reprovado, Pedro Santos;física"
"Santos;algoritmos;4.7;8.2;6.4;reprovado, Pedro"
"Dados;3.4;3.1;3.2;reprovado, Pedro Santos;banco De"
"Software;1.8;2.8;2.3;reprovado, Pedro Santos;engenharia De"
"I;0.0;0.0;0.0;reprovado, Fernanda Lima;cálculo"
"I;4.4;8.7;6.5;reprovado, Fernanda Lima;física"
"Lima;algoritmos;9.0;5.9;7.5;aprovado, Fernanda"
"Dados;5.0;9.6;7.3;aprovado, Fernanda Lima;banco De"
"Software;3.2;4.6;3.9;reprovado, Fernanda Lima;engenharia De"
"I;4.2;4.0;4.1;reprovado, Juliana Moura;cálculo"
"I;4.5;4.0;4.2;reprovado, Juliana Moura;física"
"Moura;algoritmos;4.1;9.6;6.8;reprovado, Juliana"
"Dados;7.8;1.9;4.8;reprovado, Juliana Moura;banco De"
"Software;3.9;5.8;4.8;reprovado, Juliana Moura;engenharia De"
"I;5.2;7.6;6.4;reprovado, Juliana Moura;cálculo"
"I;2.3;1.1;1.7;reprovado, Juliana Moura;física"
"Moura;algoritmos;1.6;9.9;5.8;reprovado, Juliana"
"Dados;5.1;6.0;5.5;reprovado, Juliana Moura;banco De"
"Software;3.5;3.1;3.3;reprovado, Juliana Moura;engenharia De"
"I;0.1;7.5;3.8;reprovado, Camila Costa;cálculo"
"I;0.6;4.5;2.5;reprovado, Camila Costa;física"
"Costa;algoritmos;2.7;5.8;4.2;reprovado, Camila"
"Dados;5.9;1.6;3.8;reprovado, Camila Costa;banco De"
"Software;8.6;7.6;8.1;aprovado, Camila Costa;engenharia De"
"I;1.3;3.1;2.2;reprovado, Fernanda Lima;cálculo"
"I;0.9;7.5;4.2;reprovado, Fernanda Lima;física"
"Lima;algoritmos;6.0;5.2;5.6;reprovado, Fernanda"
"Dados;6.0;4.6;5.3;reprovado, Fernanda Lima;banco De"
"Software;2.2;4.8;3.5;reprovado, Fernanda Lima;engenharia De"
"I;3.3;2.5;2.9;reprovado, Luiz Henrique;cálculo"
"I;9.6;4.4;7.0;aprovado, Luiz Henrique;física"
"Henrique;algoritmos;7.3;0.6;3.9;reprovado, Luiz"
"Dados;5.8;0.4;3.1;reprovado, Luiz Henrique;banco De"
"Software;4.4;8.9;6.7;reprovado, Luiz Henrique;engenharia De"
"I;4.7;5.6;5.2;reprovado, Juliana Moura;cálculo"
"I;8.6;5.8;7.2;aprovado, Juliana Moura;física"
"Moura;algoritmos;0.2;4.9;2.6;reprovado, Juliana"
"Dados;8.5;8.8;8.7;aprovado, Juliana Moura;banco De"
"Software;0.3;3.4;1.8;reprovado, Juliana Moura;engenharia De"
"I;3.6;3.7;3.7;reprovado, Luiz Henrique;cálculo"
"I;5.8;9.5;7.7;aprovado, Luiz Henrique;física"
"Henrique;algoritmos;9.2;5.9;7.5;aprovado, Luiz"
"Dados;3.0;5.1;4.0;reprovado, Luiz Henrique;banco De"
"Software;6.0;0.1;3.0;reprovado, Luiz Henrique;engenharia De"
"I;4.6;9.1;6.8;reprovado, Luiz Henrique;cálculo"
"I;4.1;7.1;5.6;reprovado, Luiz Henrique;física"
"Henrique;algoritmos;3.0;8.0;5.5;reprovado, Luiz"
"Dados;2.6;6.5;4.5;reprovado, Luiz Henrique;banco De"
"Software;0.8;5.8;3.3;reprovado, Luiz Henrique;engenharia De"
"I;2.7;0.3;1.5;reprovado, João Da Silva;cálculo"
"I;3.5;1.0;2.2;reprovado, João Da Silva;física"
"Silva;algoritmos;8.1;1.0;4.5;reprovado, João Da"
"Dados;1.7;6.4;4.0;reprovado, João Da Silva;banco De"
"Software;5.3;0.3;2.8;reprovado, João Da Silva;engenharia De"
"I;9.9;7.4;8.7;aprovado, Camila Costa;cálculo"
"I;1.3;6.5;3.9;reprovado, Camila Costa;física"
"Costa;algoritmos;8.1;7.2;7.7;aprovado, Camila"
"Dados;5.6;9.3;7.5;aprovado, Camila Costa;banco De"
"Software;0.9;4.6;2.8;reprovado, Camila Costa;engenharia De"
"I;2.6;5.0;3.8;reprovado, Luiz Henrique;cálculo"
"I;5.5;8.1;6.8;reprovado, Luiz Henrique;física"
"Henrique;algoritmos;8.3;9.5;8.9;aprovado, Luiz"
"Dados;4.6;5.0;4.8;reprovado, Luiz Henrique;banco De"
"Software;8.1;6.2;7.2;aprovado, Luiz Henrique;engenharia De"
"I;9.0;9.6;9.3;aprovado, Maria Oliveira;cálculo"
"I;7.3;6.7;7.0;aprovado, Maria Oliveira;física"
"Oliveira;algoritmos;4.5;0.4;2.5;reprovado, Maria"
"Dados;7.8;0.4;4.1;reprovado, Maria Oliveira;banco De"
"Software;1.7;1.1;1.4;reprovado, Maria Oliveira;engenharia De"
"I;2.7;7.5;5.1;reprovado, Carlos Eduardo;cálculo"
"I;9.7;3.0;6.3;reprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;1.4;8.3;4.9;reprovado, Carlos"
"Dados;3.5;2.8;3.1;reprovado, Carlos Eduardo;banco De"
"Software;5.1;0.5;2.8;reprovado, Carlos Eduardo;engenharia De"
"I;2.9;0.5;1.7;reprovado, Ana Paula;cálculo"
"I;1.0;5.4;3.2;reprovado, Ana Paula;física"
"Paula;algoritmos;3.0;7.1;5.0;reprovado, Ana"
"Dados;3.8;6.6;5.2;reprovado, Ana Paula;banco De"
"Software;3.2;6.9;5.1;reprovado, Ana Paula;engenharia De"
"I;6.3;7.8;7.0;aprovado, Rafael Pereira;cálculo"
"I;1.0;1.2;1.1;reprovado, Rafael Pereira;física"
"Pereira;algoritmos;2.7;6.1;4.4;reprovado, Rafael"
"Dados;9.0;2.2;5.6;reprovado, Rafael Pereira;banco De"
"Software;7.9;5.1;6.5;reprovado, Rafael Pereira;engenharia De"
"I;3.8;3.7;3.8;reprovado, Pedro Santos;cálculo"
"I;3.4;4.0;3.7;reprovado, Pedro Santos;física"
"Santos;algoritmos;3.6;1.8;2.7;reprovado, Pedro"
"Dados;3.2;8.0;5.6;reprovado, Pedro Santos;banco De"
"Software;8.2;3.4;5.8;reprovado, Pedro Santos;engenharia De"
"I;8.4;9.7;9.1;aprovado, Fernanda Lima;cálculo"
"I;8.1;9.3;8.7;aprovado, Fernanda Lima;física"
"Lima;algoritmos;2.2;0.2;1.2;reprovado, Fernanda"
"Dados;6.2;8.6;7.4;aprovado, Fernanda Lima;banco De"
"Software;1.0;0.2;0.6;reprovado, Fernanda Lima;engenharia De"
"I;7.2;5.6;6.4;reprovado, Fernanda Lima;cálculo"
"I;2.6;3.7;3.2;reprovado, Fernanda Lima;física"
"Lima;algoritmos;2.2;9.0;5.6;reprovado, Fernanda"
"Dados;9.5;3.7;6.6;reprovado, Fernanda Lima;banco De"
"Software;8.4;2.8;5.6;reprovado, Fernanda Lima;engenharia De"
"I;0.0;4.6;2.3;reprovado, Camila Costa;cálculo"
"I;2.8;8.9;5.8;reprovado, Camila Costa;física"
"Costa;algoritmos;6.2;7.2;6.7;reprovado, Camila"
"Dados;1.0;4.5;2.8;reprovado, Camila Costa;banco De"
"Software;2.3;4.1;3.2;reprovado, Camila Costa;engenharia De"
"I;4.5;7.0;5.8;reprovado, Maria Oliveira;cálculo"
"I;2.8;0.8;1.8;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;0.5;8.8;4.7;reprovado, Maria"
"Dados;9.5;6.0;7.8;aprovado, Maria Oliveira;banco De"
"Software;9.5;3.6;6.5;reprovado, Maria Oliveira;engenharia De"
"I;8.3;5.9;7.1;aprovado, Luiz Henrique;cálculo"
"I;0.4;0.2;0.3;reprovado, Luiz Henrique;física"
"Henrique;algoritmos;1.8;4.0;2.9;reprovado, Luiz"
"Dados;7.4;2.3;4.8;reprovado, Luiz Henrique;banco De"
"Software;8.5;4.9;6.7;reprovado, Luiz Henrique;engenharia De"
"I;8.1;7.7;7.9;aprovado, Maria Oliveira;cálculo"
"I;9.9;9.7;9.8;aprovado, Maria Oliveira;física"
"Oliveira;algoritmos;6.2;6.9;6.6;reprovado, Maria"
"Dados;5.2;3.9;4.5;reprovado, Maria Oliveira;banco De"
"Software;4.1;2.0;3.0;reprovado, Maria Oliveira;engenharia De"
"I;3.1;3.1;3.1;reprovado, Camila Costa;cálculo"
"I;1.3;7.4;4.4;reprovado, Camila Costa;física"
"Costa;algoritmos;5.3;8.1;6.7;reprovado, Camila"
"Dados;1.3;9.4;5.4;reprovado, Camila Costa;banco De"
"Software;7.4;1.4;4.4;reprovado, Camila Costa;engenharia De"
"I;7.2;9.2;8.2;aprovado, Carlos Eduardo;cálculo"
"I;7.4;9.3;8.4;aprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;8.5;5.6;7.0;aprovado, Carlos"
"Dados;2.5;1.5;2.0;reprovado, Carlos Eduardo;banco De"
"Software;3.1;7.6;5.3;reprovado, Carlos Eduardo;engenharia De"
"I;6.6;7.0;6.8;reprovado, Camila Costa;cálculo"
"I;4.5;9.0;6.8;reprovado, Camila Costa;física"
"Costa;algoritmos;8.7;0.3;4.5;reprovado, Camila"
"Dados;5.9;2.3;4.1;reprovado, Camila Costa;banco De"
"Software;8.0;5.7;6.8;reprovado, Camila Costa;engenharia De"
"I;1.7;8.6;5.1;reprovado, Luiz Henrique;cálculo"
"I;6.7;1.9;4.3;reprovado, Luiz Henrique;física"
"Henrique;algoritmos;2.6;0.2;1.4;reprovado, Luiz"
"Dados;8.8;4.5;6.7;reprovado, Luiz Henrique;banco De"
"Software;9.3;5.0;7.2;aprovado, Luiz Henrique;engenharia De"
"I;2.9;8.2;5.5;reprovado, Carlos Eduardo;cálculo"
"I;9.7;8.1;8.9;aprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;7.8;0.7;4.2;reprovado, Carlos"
"Dados;8.7;8.6;8.6;aprovado, Carlos Eduardo;banco De"
"Software;9.3;0.6;5.0;reprovado, Carlos Eduardo;engenharia De"
"I;3.1;7.6;5.3;reprovado, Fernanda Lima;cálculo"
"I;7.1;2.3;4.7;reprovado, Fernanda Lima;física"
"Lima;algoritmos;6.0;5.3;5.7;reprovado, Fernanda"
"Dados;2.9;3.7;3.3;reprovado, Fernanda Lima;banco De"
"Software;2.2;8.7;5.4;reprovado, Fernanda Lima;engenharia De"
"I;4.6;0.6;2.6;reprovado, Fernanda Lima;cálculo"
"I;9.4;9.1;9.2;aprovado, Fernanda Lima;física"
"Lima;algoritmos;5.4;3.6;4.5;reprovado, Fernanda"
"Dados;2.6;7.6;5.1;reprovado, Fernanda Lima;banco De"
"Software;5.6;3.0;4.3;reprovado, Fernanda Lima;engenharia De"
"I;0.6;1.5;1.1;reprovado, Camila Costa;cálculo"
"I;8.6;5.0;6.8;reprovado, Camila Costa;física"
"Costa;algoritmos;2.1;5.0;3.5;reprovado, Camila"
"Dados;9.0;0.9;5.0;reprovado, Camila Costa;banco De"
"Software;7.8;4.1;5.9;reprovado, Camila Costa;engenharia De"
"I;5.3;7.9;6.6;reprovado, Ana Paula;cálculo"
"I;7.8;1.3;4.5;reprovado, Ana Paula;física"
"Paula;algoritmos;9.1;1.7;5.4;reprovado, Ana"
"Dados;5.1;6.0;5.5;reprovado, Ana Paula;banco De"
"Software;6.0;0.6;3.3;reprovado, Ana Paula;engenharia De"
"I;5.7;9.0;7.3;aprovado, Maria Oliveira;cálculo"
"I;4.3;6.4;5.3;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;9.4;1.9;5.7;reprovado, Maria"
"Dados;5.8;3.1;4.5;reprovado, Maria Oliveira;banco De"
"Software;5.2;3.8;4.5;reprovado, Maria Oliveira;engenharia De"
"I;4.9;8.3;6.6;reprovado, Fernanda Lima;cálculo"
"I;9.1;7.0;8.1;aprovado, Fernanda Lima;física"
"Lima;algoritmos;4.9;1.8;3.4;reprovado, Fernanda"
"Dados;0.1;3.2;1.7;reprovado, Fernanda Lima;banco De"
"Software;3.5;4.4;4.0;reprovado, Fernanda Lima;engenharia De"
"I;0.2;2.2;1.2;reprovado, João Da Silva;cálculo"
"I;0.0;1.2;0.6;reprovado, João Da Silva;física"
"Silva;algoritmos;5.0;8.2;6.6;reprovado, João Da"
"Dados;1.4;1.6;1.5;reprovado, João Da Silva;banco De"
"Software;1.6;4.0;2.8;reprovado, João Da Silva;engenharia De"
"I;9.4;3.0;6.2;reprovado, Fernanda Lima;cálculo"
"I;9.4;6.8;8.1;aprovado, Fernanda Lima;física"
"Lima;algoritmos;8.6;2.7;5.7;reprovado, Fernanda"
"Dados;1.7;2.0;1.9;reprovado, Fernanda Lima;banco De"
"Software;4.7;7.0;5.8;reprovado, Fernanda Lima;engenharia De"
"I;4.3;7.5;5.9;reprovado, João Da Silva;cálculo"
"I;3.6;6.2;4.9;reprovado, João Da Silva;física"
"Silva;algoritmos;4.8;5.9;5.3;reprovado, João Da"
"Dados;3.3;1.1;2.2;reprovado, João Da Silva;banco De"
"Software;0.6;4.3;2.4;reprovado, João Da Silva;engenharia De"
"I;6.2;8.6;7.4;aprovado, Juliana Moura;cálculo"
"I;4.3;1.1;2.7;reprovado, Juliana Moura;física"
"Moura;algoritmos;9.5;10.0;9.8;aprovado, Juliana"
"Dados;0.2;4.3;2.2;reprovado, Juliana Moura;banco De"
"Software;7.9;9.5;8.7;aprovado, Juliana Moura;engenharia De"
"I;9.6;5.7;7.7;aprovado, Camila Costa;cálculo"
"I;6.6;4.1;5.3;reprovado, Camila Costa;física"
"Costa;algoritmos;6.5;5.9;6.2;reprovado, Camila"
"Dados;0.3;1.2;0.8;reprovado, Camila Costa;banco De"
"Software;8.4;5.8;7.1;aprovado, Camila Costa;engenharia De"
"I;9.5;9.2;9.3;aprovado, Maria Oliveira;cálculo"
"I;7.7;0.1;3.9;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;9.6;1.9;5.8;reprovado, Maria"
"Dados;4.9;5.8;5.3;reprovado, Maria Oliveira;banco De"
"Software;5.0;7.1;6.0;reprovado, Maria Oliveira;engenharia De"
"I;2.9;9.7;6.3;reprovado, Maria Oliveira;cálculo"
"I;9.3;5.1;7.2;aprovado, Maria Oliveira;física"
"Oliveira;algoritmos;7.0;5.9;6.5;reprovado, Maria"
"Dados;9.8;6.5;8.2;aprovado, Maria Oliveira;banco De"
"Software;5.8;7.4;6.6;reprovado, Maria Oliveira;engenharia De"
"I;0.2;8.1;4.1;reprovado, Rafael Pereira;cálculo"
"I;1.3;1.9;1.6;reprovado, Rafael Pereira;física"
"Pereira;algoritmos;0.8;9.7;5.2;reprovado, Rafael"
"Dados;1.5;7.1;4.3;reprovado, Rafael Pereira;banco De"
"Software;9.3;4.6;7.0;aprovado, Rafael Pereira;engenharia De"
"I;0.3;1.4;0.8;reprovado, Camila Costa;cálculo"
"I;5.3;3.2;4.2;reprovado, Camila Costa;física"
"Costa;algoritmos;1.9;6.3;4.1;reprovado, Camila"
"Dados;6.9;2.1;4.5;reprovado, Camila Costa;banco De"
"Software;6.0;5.1;5.5;reprovado, Camila Costa;engenharia De"
"I;0.1;5.6;2.8;reprovado, Carlos Eduardo;cálculo"
"I;2.3;4.9;3.6;reprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;5.6;4.2;4.9;reprovado, Carlos"
"Dados;4.3;6.2;5.2;reprovado, Carlos Eduardo;banco De"
"Software;2.8;7.9;5.3;reprovado, Carlos Eduardo;engenharia De"
"I;2.1;9.6;5.8;reprovado, Maria Oliveira;cálculo"
"I;2.5;3.0;2.8;reprovado, Maria Oliveira;física"
"Oliveira;algoritmos;1.0;6.6;3.8;reprovado, Maria"
"Dados;6.9;1.5;4.2;reprovado, Maria Oliveira;banco De"
"Software;4.8;5.0;4.9;reprovado, Maria Oliveira;engenharia De"
"I;0.2;8.6;4.4;reprovado, Ana Paula;cálculo"
"I;1.7;6.8;4.2;reprovado, Ana Paula;física"
"Paula;algoritmos;8.6;0.3;4.5;reprovado, Ana"
"Dados;1.9;9.9;5.9;reprovado, Ana Paula;banco De"
"Software;1.2;7.4;4.3;reprovado, Ana Paula;engenharia De"
"I;8.7;9.7;9.2;aprovado, Rafael Pereira;cálculo"
"I;2.7;3.6;3.2;reprovado, Rafael Pereira;física"
"Pereira;algoritmos;8.9;4.7;6.8;reprovado, Rafael"
"Dados;3.3;3.6;3.5;reprovado, Rafael Pereira;banco De"
"Software;2.3;6.5;4.4;reprovado, Rafael Pereira;engenharia De"
"I;4.6;7.5;6.0;reprovado, Carlos Eduardo;cálculo"
"I;9.4;1.6;5.5;reprovado, Carlos Eduardo;física"
"Eduardo;algoritmos;6.8;3.5;5.2;reprovado, Carlos"
"Dados;0.1;0.9;0.5;reprovado, Carlos Eduardo;banco De"
"Software;9.4;0.4;4.9;reprovado, Carlos Eduardo;engenharia De"
"I;2.1;8.4;5.2;reprovado, Pedro Santos;cálculo"
"I;5.0;5.0;5.0;reprovado, Pedro Santos;física"
"Santos;algoritmos;7.0;4.0;5.5;reprovado, Pedro"
"Dados;8.7;4.1;6.4;reprovado, Pedro Santos;banco De"
"Software;4.6;9.6;7.1;aprovado, Pedro Santos;engenharia De"
"I;6.2;4.0;5.1;reprovado, Luiz Henrique;cálculo"
"I;9.7;4.9;7.3;aprovado, Luiz Henrique;física"
"Henrique;algoritmos;5.7;6.8;6.2;reprovado, Luiz"
"Dados;1.8;2.3;2.0;reprovado, Luiz Henrique;banco De"
"Software;8.9;4.1;6.5;reprovado, Luiz Henrique;engenharia De"
"I;2.9;8.3;5.6;reprovado, Camila Costa;cálculo"
"I;4.7;3.8;4.2;reprovado, Camila Costa;física"
"Costa;algoritmos;5.4;7.7;6.6;reprovado, Camila"
"Dados;4.0;4.8;4.4;reprovado, Camila Costa;banco De"
"Software;3.9;4.9;4.4;reprovado, Camila Costa;engenharia De"
"I;0.8;0.3;0.6;reprovado, Luiz Henrique;cálculo"
"I;7.8;3.0;5.4;reprovado, Luiz Henrique;física"
"Henrique;algoritmos;4.3;2.1;3.2;reprovado, Luiz"
"Dados;8.1;1.6;4.8;reprovado, Luiz Henrique;banco De"
"Software;0.3;4.0;2.1;reprovado, Luiz Henrique;engenharia De"
"I;9.7;9.2;9.4;aprovado, João Da Silva;cálculo"
"I;3.0;4.1;3.5;reprovado, João Da Silva;física"
"Silva;algoritmos;3.8;7.2;5.5;reprovado, João Da"
"Dados;2.6;6.4;4.5;reprovado, João Da Silva;banco De"
"Software;1.0;1.5;1.2;reprovado, João Da Silva;engenharia De"
"I;3.2;3.0;3.1;reprovado, Maria Oliveira;cálculo"
"I;7.3;8.4;7.8;aprovado, Maria Oliveira;física"
"Oliveira;algoritmos;9.4;5.5;7.5;aprovado, Maria"
"Dados;8.4;5.6;7.0;aprovado, Maria Oliveira;banco De"
"Software;0.7;3.0;1.9;reprovado, Maria Oliveira;engenharia De"
"I;0.5;0.4;0.5;reprovado, Juliana Moura;cálculo"
"I;4.4;7.1;5.8;reprovado, Juliana Moura;física"
